排名,公司简称,公司全称,城市,行业,行业排名,轮次,最近融资,累计融资额,投资方,简介
55,珠海三益堂,珠海市三益堂信息科技有限公司,3,5,2,C轮,2017,123000000,宁波源远流长投资中心，奇虎360，经纬和高圆圆跟投，普华资本，普华，普华固周，新浪微博基金，国民女神高圆圆，北京艺卓圆，滨复华耀资本，源远流长领取，360淘金，经纬中国，新浪微创投,珠海三益堂科技有限公司是一家专注于健康和体重管理领域的高科技公司。公司于2013年正式运营，总部设于珠海，2015年在北京建立了运营中心。截止2017年6月，公司完成C轮融资，数轮融资总额超亿元。 旗下产品——「轻加」App是一个减肥服务平台，「轻加」平台上聚集了国内数量众多的减肥达人、营养师、健身教练和领域专家，形成了一个优质的体重管理知识平台，截止2017年6月，轻加App累计用户3000万。 公司拥有轻加App、轻加悦瘦营、5日轻盈餐、轻蜜、轻加商城等产品和服务。「轻加」提供科学系统的工具、方法、产品和服务帮用户达成健康的生活方式，基于营养师陪伴介入、用户特征发现和大数据分析技术，为用户量身定制高效的体重管理方案。 我们立志将产品和服务打造成特色的、开放的健康减肥综合服务平台，紧紧围绕有效、有爱和有趣的产品理念，为用户提供有效的一站式减肥解决方案、有爱的减肥氛围和有趣的减肥体验。
101,步姿专家,深圳创感科技有限公司,1,5,3,Pre-A轮,2017,70000000,天创时尚，创业邦，联想控股，琢石投资，东方富海，创业邦天使基金，天创资本,创感科技（sennotech）是一家将3技术专注运用在人体健康、行为分析领域的高科技公司。团队在计算机科学与健康科学交叉学科具有多年科研、实践经历，研究涉及人体传感领域、计算机视觉领域、健康大数据领域等，成果包括新型人体传感器、人体健康数据分析网络、专业级步态/体态分析技术、人体动态步态数据库等，其技术对于医疗健康、智能运动、监控安防、交通安全等领域具有革新意义。 创感科技由东方富海、联想集团、琢石资本等多家知名风投及上市公司投资，是中国研究型医院学会移动医疗专委会会员单位，总部位于深圳南山，并在美国设有实验室。创始团队由本科就读于浙江大学和北京大学，博士、硕士在美国、荷兰等名校完成的海归组成，公司科研人员专业领域包括电子信息工程、计算机科学、运动生物力学、生物医学工程等专业。 姓名：创感科技 英文名：Sennotech 出生地：硅谷 现居住地：深圳 基本技能：新型可穿戴传感技术、医疗级智能信号分析算法 行业领域：智能硬件、可穿戴移动医疗产品、健康物联网 荣誉奖励：深圳南山“创业之星”大赛亚军，广东“众创杯“大赛铜奖，中国留学人员创业园百家最具创业潜力企业等等 家庭环境：团队和睦，待遇优厚，自由轻松的氛围，注重个性发展，注重创新 亲属关系：国内顶尖VC及大牛天使 发展梦想：提升国民健康水平与人类生命质量 中文官方网站：http://www.sennotech.com/ 英文官方网站：http://sennotech.com/EN/
115,欧普曼迪,欧谱曼迪科技有限责任公司,5,5,4,B轮,2018,153000000,北京雷凌投资基金管理有限公司，清控银杏，西域投资，博行资本，达晨创投，力合科创集团，力合创投，启迪创投,欧普曼迪是一家专注于高端光学医疗器械系统的研发与生产的公司，致力于为客户提供高水平、高品质的医疗方案。
116,潮汐,广州多少网络科技有限公司,2,5,5,A轮,2019,42000000,熊猫资本，德迅志合创业投资，德迅投资,潮汐是一个身心健康管理平台，主要涵盖有关身心健康的减压、睡眠、专注、呼吸等模块，致力于帮助一线城市和海外的白领、青少年放松身心，减少工作生活中的压力，提升效率。
128,Sleepace舒派,深圳市迈迪加科技发展有限公司,1,5,6,B+轮,2017,123000000,深圳市微纳集成电路与系统应用研究院，喜马拉雅FM，兴旺投资领投，喜马拉雅文化基金，兴旺投资，罗莱家纺，京东，信天创投，戈壁投资，喜马拉雅FM跟投5000万人民币B+轮融资，戈壁创投，合鲸资本,深圳市迈迪加科技是一家智能家用医疗健康设备及软硬件技术服务商，主打产品为“SleepAce舒派小Z”智能睡眠健康追踪器等。
144,爱问医生,爱问医联科技（深圳）有限公司,1,5,7,A轮,2017,45000000,高榕资本，新浪微博基金，微梦创科，北京微梦创科创业投资管理有限公司,爱问医生是一个医疗在线诊疗及健康养生服务平台，为用户提供医疗科普文章、医疗视频科普直播内容、医疗视频语音直播内容、网络咨询、线下诊疗预约等服务，旗下拥有爱问医药、爱问医界、爱问医院、爱问医康等品牌产品。
150,深圳英美达医疗技术有限公司,深圳英美达医疗技术有限公司,1,5,8,C轮,2018,60000000,仙瞳资本，深圳高新投（领投），马良资本，国中创投，国家中小企业发展基金（国中创投）（领投），深圳高新投,英美达医疗是一家原创微创介入诊疗新技术的高科技企业。为心血管、消化道、呼吸道等人体腔道内的诊断和治疗提供精准的微创介入影像设备。医疗器械高端品牌。
165,旭宏医疗,深圳旭宏医疗科技有限公司,1,5,9,Pre-A轮,2019,10000000,元真价值投资,Semacare 旭宏医疗科技于2014年11月在澳大利亚墨尔本成立，现总部在中国深圳，是一家致力于应用高新科技实现生命健康数据管理的创新型医疗科技企业，核心业务为慢性病预防与管理，目前专注在心血管疾病领域，创始团队由来自世界各地创新医疗软硬件研发专家及市场营销人员组成，在中国、澳大利亚以及美国与多家顶级学府及科研机构紧密合作，致力于运用创新科技服务全人类医疗健康。企业奉行以人为本的核心理念，通过创新科技让人们拥有更美好的健康生活，为老百姓健康管理作出一份贡献。
166,贝康,珠海贝康母婴护理管理有限公司,3,5,10,A轮,2018,65000000,唐竹资本（领投），高榕资本，唐竹资本，树兰医疗,贝康集团注册在中国（香港），总部坐落于珠海经济特区，是一家致力于母婴健康领域的相关产业开发投资及管理的企业。贝康坚持以家庭为核心，提供终生的健康护理服务，从孕娩期到月子护理再到儿童早早教以及养老定制护理，关注客户人生每一个阶段的健康，是国内首家整合母婴护理服务及教育的综合性生活平台。旗下拥有全国首家母婴护理学院——贝康护理学院，全国高端母婴护理中心品牌——圣贝拉母婴护理中心，及建立在美国波士顿的贝康母婴护理实验中心。圣贝拉母婴护理中心肩负着颠覆和创新的使命，重新定义坐月子，紧跟国际先进护理理念，实行母婴同室避免交叉感染，并创立2+N对1专护模式，是第一家开展艺术疗养的母婴月子会所。圣贝拉不止是一间护理中心，而是奢享情怀生活的母婴圈起点。目前已在北京王府半岛酒店、杭州柏悦酒店、珠海华发行政公寓、成都华尔道夫设立四家直营店，2019年将布局广州、武汉、深圳和长沙。贝康护理学院由享誉港澳台和珠三角的知名护理专家担任教学顾问及讲师，拥有美国ACI总部独家授权开发的ACI注册国际母婴护理师资格认证课程（“ACI母婴护理师课程”），涵盖产妇及新生儿护理、母乳哺养护理、产后康复及营养、婴儿早教等专业课程，专注于培养达到国际一流水准的母婴护理人才。贝康愿景：成为母婴护理的首选品牌贝康使命:让新生代家庭享受更美好的母婴护理贝康六大鲜血文化价值观对于我们如何经营业务、招揽人才、考核员工以及决定员工报酬扮演着重要的角色，这六大文化价值观为：客户第一、渴望成功、团队荣誉、强大心脏、鲜血文化、正直善良查看全部
205,精锋医疗,深圳市精锋医疗科技有限公司,1,5,11,天使轮,2019,30000000,深圳市智汇未来投资，广发信德，投资方未披露，成都明晟投资,精锋医疗是一家专注于新一代智能手术系统的研究开发及推广的公司，期望推进未来手术的发展，目前与国内外一流的医院及外科大夫开展了紧密合作，共同探讨推进未来手术的发展。
231,喜鹊医药,广州喜鹊医药有限公司,2,5,12,B轮,2019,100000000,华德资本，仙瞳资本，北京国谦投资，广东恒源健医药投资,喜鹊医药是一家创新药物研发商，通过对传统中药中的活性天然产物单体或目前临床正在使用的小分子化合物进行结构修饰或改造，以增加其活性和功能，目前在研产品有十几个，具体包括硝酮嗪、美金刚硝酸酯、T-006、AL-1、丹参素衍生物等。
233,快易检,深圳市快易检网络科技有限公司,1,5,13,B轮,2018,100000000,大得宏涛，辰德资本，软银中国，诺基亚成长基金，软银中国资本，大得宏强,快易检是一家B2B医疗综合服务公司，通过构建直达基层医疗机构的移动网络和专业冷链物流网络，整合医学检验和医药分销资源，致力于提升基层医疗机构诊疗和收益水平，同时缩减基层医疗机构药品流通成本。
247,融信科技,广州杜仲哥互联网科技有限公司,2,5,14,天使轮,2016,36300000,启赋资本，天使湾创投，科大讯飞，暂不对外公布，联想之星,音书科技是一个听障交流辅助设备与软件研发商，旗下产品有音书APP和AR硬件眼镜。同时公司正在研发智能眼镜等硬件产品，将全方位服务听障人士实现无障碍沟通。
